ENSG00000160808	MYL3
ENSG00000167088	SNRPD1
ENSG00000141448	GATA6
ENSG00000156502	SUPV3L1
ENSG00000181072	CHRM2
ENSG00000038274	MAT2B
ENSG00000135047	CTSL
ENSG00000157510	AFAP1L1
ENSG00000196338	NLGN3
ENSG00000259030	FPGT-TNNI3K
ENSG00000131238	PPT1
ENSG00000122085	MTERF4
ENSG00000164300	SERINC5
ENSG00000221968	FADS3
ENSG00000184708	EIF4ENIF1
ENSG00000172009	THOP1
ENSG00000170608	FOXA3
ENSG00000160179	ABCG1
ENSG00000196335	STK31
ENSG00000135241	PNPLA8
ENSG00000249853	HS3ST5
ENSG00000187189	TSPYL4
ENSG00000121578	B4GALT4
ENSG00000183172	SMDT1
ENSG00000197894	ADH5
ENSG00000099940	SNAP29
ENSG00000235703	LINC00894
ENSG00000204282	TNRC6C-AS1
ENSG00000170919	TPT1-AS1
ENSG00000109072	VTN
ENSG00000274618	HIST1H4F
ENSG00000178947	SMIM10L2A
ENSG00000133107	TRPC4
ENSG00000146147	MLIP
ENSG00000282057	RP4-621F18.2
ENSG00000198466	ZNF587
ENSG00000228412	RP4-625H18.2
ENSG00000266010	GATA6-AS1
ENSG00000172123	SLFN12
ENSG00000204442	FAM155A
ENSG00000109654	TRIM2
ENSG00000260837	RP11-434B12.1
ENSG00000089250	NOS1
ENSG00000239521	GATS
ENSG00000180917	CMTR2
ENSG00000037241	RPL26L1
ENSG00000123572	NRK
ENSG00000164093	PITX2
ENSG00000158457	TSPAN33
ENSG00000103740	ACSBG1
ENSG00000054793	ATP9A
ENSG00000127328	RAB3IP
ENSG00000165264	NDUFB6
ENSG00000101407	TTI1
ENSG00000111452	ADGRD1
ENSG00000151778	SERP2
ENSG00000104765	BNIP3L
ENSG00000184661	CDCA2
ENSG00000198932	GPRASP1
ENSG00000164736	SOX17
ENSG00000067248	DHX29
ENSG00000174013	FBXO45
ENSG00000163132	MSX1
ENSG00000144649	FAM198A
ENSG00000147202	DIAPH2
ENSG00000145431	PDGFC
ENSG00000164442	CITED2
ENSG00000137802	MAPKBP1
ENSG00000276043	UHRF1
ENSG00000147257	GPC3
ENSG00000181409	AATK
ENSG00000235688	AC116614.1
ENSG00000244342	LINC00698
ENSG00000167862	MRPL58
ENSG00000072062	PRKACA
ENSG00000175806	MSRA
ENSG00000164151	ICE1
ENSG00000166592	RRAD
ENSG00000166295	ANAPC16
ENSG00000109944	C11orf63
ENSG00000196116	TDRD7
ENSG00000105270	CLIP3
ENSG00000161057	PSMC2
ENSG00000088035	ALG6
ENSG00000181991	MRPS11
ENSG00000088899	RP5-1187M17.10
ENSG00000163701	IL17RE
ENSG00000017797	RALBP1
ENSG00000204347	BTBD17
ENSG00000168297	PXK
ENSG00000116005	PCYOX1
ENSG00000228109	MFI2-AS1
ENSG00000152689	RASGRP3
ENSG00000182263	FIGN
ENSG00000118777	ABCG2
ENSG00000204352	C9orf129
ENSG00000267325	LINC01415
ENSG00000173698	ADGRG2
ENSG00000196628	TCF4
ENSG00000153113	CAST
ENSG00000164494	PDSS2
ENSG00000188343	FAM92A1
ENSG00000232821	AC003986.6
ENSG00000127415	IDUA
ENSG00000134996	OSTF1
ENSG00000109586	GALNT7
ENSG00000164305	CASP3
ENSG00000175216	CKAP5
ENSG00000267102	RP11-686D22.7
ENSG00000171992	SYNPO
ENSG00000204060	FOXO6
ENSG00000077279	DCX
ENSG00000144619	CNTN4
ENSG00000102038	SMARCA1
ENSG00000085760	MTIF2
ENSG00000101811	CSTF2
ENSG00000177054	ZDHHC13
ENSG00000279744	RP13-20L14.10
ENSG00000198898	CAPZA2
ENSG00000275180	RP11-631N16.4
ENSG00000233834	AC005083.1
ENSG00000087086	FTL
ENSG00000157637	SLC38A10
ENSG00000132676	DAP3
ENSG00000119927	GPAM
ENSG00000119729	RHOQ
ENSG00000072571	HMMR
ENSG00000136802	LRRC8A
ENSG00000148730	EIF4EBP2
ENSG00000181915	ADO
ENSG00000275464	CH507-9B2.5
ENSG00000100505	TRIM9
ENSG00000151718	WWC2
ENSG00000160999	SH2B2
ENSG00000122863	CHST3
ENSG00000215845	TSTD1
ENSG00000166166	TRMT61A
ENSG00000135773	CAPN9
ENSG00000160917	CPSF4
ENSG00000163956	LRPAP1
ENSG00000152932	RAB3C
ENSG00000280780	JAKMIP2-AS1
ENSG00000136463	TACO1
ENSG00000243444	PALM2
ENSG00000172986	GXYLT2
ENSG00000156427	FGF18
ENSG00000145708	CRHBP
ENSG00000014257	ACPP
ENSG00000196535	MYO18A
ENSG00000117697	NSL1
ENSG00000135736	CCDC102A
ENSG00000070731	ST6GALNAC2
ENSG00000249239	RP11-428L21.2
ENSG00000172244	C5orf34
ENSG00000167614	TTYH1
ENSG00000119698	PPP4R4
ENSG00000100099	HPS4
ENSG00000163938	GNL3
ENSG00000109519	GRPEL1
ENSG00000254717	GLYATL1P2
ENSG00000160193	WDR4
ENSG00000277161	PIGW
ENSG00000075239	ACAT1
ENSG00000125249	RAP2A
ENSG00000163735	CXCL5
ENSG00000103647	CORO2B
ENSG00000092853	CLSPN
ENSG00000180139	ACTA2-AS1
ENSG00000059758	CDK17
ENSG00000173486	FKBP2
ENSG00000109819	PPARGC1A
ENSG00000169330	KIAA1024
ENSG00000186998	EMID1
ENSG00000110786	PTPN5
ENSG00000168234	TTC39C
ENSG00000128482	RNF112
ENSG00000235257	ITGA9-AS1
ENSG00000134504	KCTD1
ENSG00000178919	FOXE1
ENSG00000044459	CNTLN
ENSG00000166863	TAC3
ENSG00000104447	TRPS1
ENSG00000163848	ZNF148
ENSG00000182010	RTKN2
ENSG00000143126	CELSR2
ENSG00000147119	CHST7
ENSG00000095787	WAC
ENSG00000224877	C17orf89
ENSG00000132773	TOE1
ENSG00000275714	HIST1H3A
ENSG00000177984	LCN15
ENSG00000280142	RP13-16D10.1
ENSG00000187678	SPRY4
ENSG00000146966	DENND2A
ENSG00000061676	NCKAP1
ENSG00000132170	PPARG
ENSG00000151468	CCDC3
ENSG00000159618	ADGRG5
ENSG00000177548	RABEP2
ENSG00000185437	SH3BGR
ENSG00000015133	CCDC88C
ENSG00000150347	ARID5B
ENSG00000130204	TOMM40
ENSG00000050820	BCAR1
ENSG00000229589	ACVR2B-AS1
ENSG00000025156	HSF2
ENSG00000165629	ATP5C1
ENSG00000176438	SYNE3
ENSG00000196388	INCA1
ENSG00000150551	LYPD1
ENSG00000149577	SIDT2
ENSG00000131459	GFPT2
ENSG00000177479	ARIH2
ENSG00000164402	Sep-08
ENSG00000135953	MFSD9
ENSG00000256043	CTSO
ENSG00000085662	AKR1B1
ENSG00000127249	ATP13A4
ENSG00000170677	SOCS6
ENSG00000118816	CCNI
ENSG00000270704	RP11-701H24.5
ENSG00000227057	WDR46
ENSG00000031691	CENPQ
ENSG00000163811	WDR43
ENSG00000178035	IMPDH2
ENSG00000269404	SPIB
ENSG00000105289	TJP3
ENSG00000125843	AP5S1
ENSG00000184939	ZFP90
ENSG00000150459	SAP18
ENSG00000106772	PRUNE2
ENSG00000197329	PELI1
ENSG00000126351	THRA
ENSG00000137563	GGH
ENSG00000171793	CTPS1
ENSG00000184863	RBM33
ENSG00000231721	LINC-PINT
ENSG00000158578	ALAS2
ENSG00000023909	GCLM
ENSG00000165156	ZHX1
ENSG00000244486	SCARF2
ENSG00000140937	CDH11
ENSG00000160072	ATAD3B
ENSG00000186812	ZNF397
ENSG00000196169	KIF19
ENSG00000164344	KLKB1
ENSG00000138035	PNPT1
ENSG00000122733	PHF24
ENSG00000170448	NFXL1
ENSG00000206538	VGLL3
ENSG00000260793	RP5-882C2.2
ENSG00000119650	IFT43
ENSG00000145868	FBXO38
ENSG00000100029	PES1
ENSG00000206621	SNORD116-14
ENSG00000092758	COL9A3
ENSG00000132122	SPATA6
ENSG00000147246	HTR2C
ENSG00000197008	ZNF138
ENSG00000108309	RUNDC3A
ENSG00000242265	PEG10
ENSG00000243836	WDR86-AS1
ENSG00000090971	NAT14
ENSG00000108395	TRIM37
ENSG00000092847	AGO1
ENSG00000137462	TLR2
ENSG00000081985	IL12RB2
ENSG00000187147	RNF220
ENSG00000159147	DONSON
ENSG00000075131	TIPIN
ENSG00000005882	PDK2
ENSG00000163808	KIF15
ENSG00000160214	RRP1
ENSG00000135409	AMHR2
ENSG00000198189	HSD17B11
ENSG00000220515	PGAM1P10
ENSG00000175662	TOM1L2
ENSG00000148225	WDR31
ENSG00000205683	DPF3
ENSG00000131153	GINS2
ENSG00000151651	ADAM8
ENSG00000212402	SNORA74B
ENSG00000163485	ADORA1
ENSG00000117791	Mar-02
ENSG00000165490	DDIAS
ENSG00000100522	GNPNAT1
ENSG00000099901	RANBP1
ENSG00000244694	PTCHD4
ENSG00000134198	TSPAN2
ENSG00000085276	MECOM
ENSG00000151617	EDNRA
ENSG00000169258	GPRIN1
ENSG00000105677	TMEM147
ENSG00000148702	HABP2
ENSG00000049192	ADAMTS6
ENSG00000140416	TPM1
ENSG00000165806	CASP7
ENSG00000100243	CYB5R3
ENSG00000280254	RP11-81A22.4
ENSG00000253485	PCDHGA5
ENSG00000185774	KCNIP4
ENSG00000085465	OVGP1
ENSG00000237854	LINC00674
ENSG00000101444	AHCY
ENSG00000276141	WHAMMP3
ENSG00000119919	NKX2-3
ENSG00000131778	CHD1L
ENSG00000106948	AKNA
ENSG00000100124	ANKRD54
ENSG00000068878	PSME4
ENSG00000109610	SOD3
ENSG00000184908	CLCNKB
ENSG00000260725	AC005307.1
ENSG00000115138	POMC
ENSG00000065665	SEC61A2
ENSG00000065150	IPO5
ENSG00000138107	ACTR1A
ENSG00000243566	UPK3B
ENSG00000196950	SLC39A10
ENSG00000185669	SNAI3
ENSG00000087365	SF3B2
ENSG00000154553	PDLIM3
ENSG00000102007	PLP2
ENSG00000162441	LZIC
ENSG00000122591	FAM126A
ENSG00000148204	CRB2
ENSG00000135486	HNRNPA1
ENSG00000132297	HHLA1
ENSG00000182836	PLCXD3
ENSG00000184967	NOC4L
ENSG00000108010	GLRX3
ENSG00000154380	ENAH
ENSG00000254453	NAV2-AS2
ENSG00000261485	PAN3-AS1
ENSG00000231711	LINC00899
ENSG00000139131	YARS2
ENSG00000164591	MYOZ3
ENSG00000073282	TP63
ENSG00000172590	MRPL52
ENSG00000250479	CHCHD10
ENSG00000129235	TXNDC17
ENSG00000125347	IRF1
ENSG00000172465	TCEAL1
ENSG00000279117	CTD-2562J17.6
ENSG00000196605	ZNF846
ENSG00000260804	PKI55
ENSG00000138160	KIF11
ENSG00000256269	HMBS
ENSG00000215386	MIR99AHG
ENSG00000141738	GRB7
ENSG00000183283	DAZAP2
ENSG00000084674	APOB
ENSG00000153094	BCL2L11
ENSG00000101182	PSMA7
ENSG00000196290	NIF3L1
ENSG00000183648	NDUFB1
ENSG00000138315	OIT3
ENSG00000196569	LAMA2
ENSG00000164647	STEAP1
ENSG00000101347	SAMHD1
ENSG00000242028	HYPK
ENSG00000111653	ING4
ENSG00000153786	ZDHHC7
ENSG00000197249	SERPINA1
ENSG00000163734	CXCL3
ENSG00000138621	PPCDC
ENSG00000198258	UBL5
ENSG00000141499	WRAP53
ENSG00000136883	KIF12
ENSG00000258344	RP11-968A15.8
ENSG00000149090	PAMR1
ENSG00000177106	EPS8L2
ENSG00000163964	PIGX
ENSG00000174485	DENND4A
ENSG00000166167	BTRC
ENSG00000163075	CFAP221
ENSG00000214189	ZNF788
ENSG00000124194	GDAP1L1
ENSG00000225087	RP4-660H19.1
ENSG00000206262	FOXL2NB
ENSG00000112297	AIM1
ENSG00000130635	COL5A1
ENSG00000165650	PDZD8
ENSG00000164074	ABHD18
ENSG00000152620	NADK2
ENSG00000197408	CYP2B6
ENSG00000099260	PALMD
ENSG00000151025	GPR158
ENSG00000269893	SNHG8
ENSG00000174579	MSL2
ENSG00000277462	ZNF670
ENSG00000112406	HECA
ENSG00000166971	AKTIP
ENSG00000100401	RANGAP1
ENSG00000108106	UBE2S
ENSG00000116141	MARK1
ENSG00000151224	MAT1A
ENSG00000213593	TMX2
ENSG00000134057	CCNB1
ENSG00000064726	BTBD1
ENSG00000185052	SLC24A3
ENSG00000147421	HMBOX1
ENSG00000090539	CHRD
ENSG00000154153	FAM134B
ENSG00000110721	CHKA
ENSG00000224531	SMIM13
ENSG00000164483	SAMD3
ENSG00000170876	TMEM43
ENSG00000130294	KIF1A
ENSG00000184719	RNLS
ENSG00000157368	IL34
ENSG00000173546	CSPG4
ENSG00000172824	CES4A
ENSG00000198795	ZNF521
ENSG00000278771	Metazoa_SRP
ENSG00000105329	TGFB1
ENSG00000105810	CDK6
ENSG00000182481	KPNA2
ENSG00000143786	CNIH3
ENSG00000070778	PTPN21
ENSG00000006634	DBF4
ENSG00000117906	RCN2
ENSG00000137807	KIF23
ENSG00000135521	LTV1
ENSG00000249992	TMEM158
ENSG00000150051	MKX
ENSG00000141736	ERBB2
ENSG00000156860	FBRS
ENSG00000172731	LRRC20
ENSG00000173531	MST1
ENSG00000272841	RP3-428L16.2
ENSG00000185338	SOCS1
ENSG00000177191	B3GNT8
ENSG00000162738	VANGL2
ENSG00000151338	MIPOL1
ENSG00000172943	PHF8
ENSG00000213047	DENND1B
ENSG00000141376	BCAS3
ENSG00000162434	JAK1
ENSG00000181800	CELF2-AS1
ENSG00000080561	MID2
ENSG00000184787	UBE2G2
ENSG00000101856	PGRMC1
ENSG00000105971	CAV2
ENSG00000198720	ANKRD13B
ENSG00000163072	NOSTRIN
ENSG00000148450	MSRB2
ENSG00000010626	LRRC23
ENSG00000262877	RP11-1055B8.4
ENSG00000261490	RP11-448G15.3
ENSG00000249859	PVT1
ENSG00000131653	TRAF7
ENSG00000198843	SELT
ENSG00000105866	SP4
ENSG00000241837	ATP5O
ENSG00000070610	GBA2
ENSG00000053770	AP5M1
ENSG00000165948	IFI27L1
ENSG00000115020	PIKFYVE
ENSG00000175105	ZNF654
ENSG00000178127	NDUFV2
ENSG00000136490	LIMD2
ENSG00000249532	MIR302B
ENSG00000015171	ZMYND11
ENSG00000196696	PDXDC2P
ENSG00000266019	MIR3609
ENSG00000262179	RP1-302G2.5
ENSG00000166292	TMEM100
ENSG00000189120	SP6
ENSG00000160352	ZNF714
ENSG00000113552	GNPDA1
ENSG00000267383	CTC-260E6.6
ENSG00000169783	LINGO1
ENSG00000099795	NDUFB7
ENSG00000184305	CCSER1
ENSG00000084764	MAPRE3
ENSG00000162104	ADCY9
ENSG00000161671	EMC10
ENSG00000110074	FOXRED1
ENSG00000085998	POMGNT1
ENSG00000163873	GRIK3
ENSG00000151014	NOCT
ENSG00000109472	CPE
ENSG00000118965	WDR35
ENSG00000132475	H3F3B
ENSG00000228592	D21S2088E
ENSG00000108823	SGCA
ENSG00000083750	RRAGB
ENSG00000174799	CEP135
ENSG00000114316	USP4
ENSG00000075856	SART3
ENSG00000188636	LDOC1L
ENSG00000139410	SDSL
ENSG00000137547	MRPL15
ENSG00000112294	ALDH5A1
ENSG00000163923	RPL39L
ENSG00000172548	NIPAL4
ENSG00000230699	RP11-54O7.1
ENSG00000160695	VPS11
ENSG00000071462	WBSCR22
ENSG00000197728	RPS26
ENSG00000198668	CALM1
ENSG00000170421	KRT8
ENSG00000186603	HPDL
ENSG00000110400	NECTIN1
ENSG00000245694	CRNDE
ENSG00000156453	PCDH1
ENSG00000148120	C9orf3
ENSG00000206503	HLA-A
ENSG00000129757	CDKN1C
ENSG00000104635	SLC39A14
ENSG00000100290	BIK
ENSG00000184601	C14orf180
ENSG00000153208	MERTK
ENSG00000155099	TMEM55A
ENSG00000188522	FAM83G
ENSG00000231615	RP11-296O14.2
ENSG00000181790	ADGRB1
ENSG00000116580	GON4L
ENSG00000093000	NUP50
ENSG00000160124	CCDC58
ENSG00000106012	IQCE
ENSG00000277200	RP11-74E22.8
ENSG00000026652	AGPAT4
ENSG00000105419	MEIS3
ENSG00000166797	FAM96A
ENSG00000107815	C10orf2
ENSG00000163530	DPPA2
ENSG00000163412	EIF4E3
ENSG00000162614	NEXN
ENSG00000157600	TMEM164
ENSG00000105953	OGDH
ENSG00000049540	ELN
ENSG00000076555	ACACB
ENSG00000167232	ZNF91
ENSG00000163217	BMP10
ENSG00000120509	PDZD11
ENSG00000167191	GPRC5B
ENSG00000172216	CEBPB
ENSG00000183775	KCTD16
ENSG00000054356	PTPRN
ENSG00000196782	MAML3
ENSG00000101680	LAMA1
ENSG00000164853	UNCX
ENSG00000109906	ZBTB16
ENSG00000255717	SNHG1
ENSG00000116117	PARD3B
ENSG00000141258	SGSM2
ENSG00000111275	ALDH2
ENSG00000164347	GFM2
ENSG00000163297	ANTXR2
ENSG00000163093	BBS5
ENSG00000096696	DSP
ENSG00000116539	ASH1L
ENSG00000126698	DNAJC8
ENSG00000101346	POFUT1
ENSG00000163376	KBTBD8
ENSG00000163235	TGFA
ENSG00000172403	SYNPO2
ENSG00000112561	TFEB
ENSG00000183751	TBL3
ENSG00000168264	IRF2BP2
ENSG00000155111	CDK19
ENSG00000180182	MED14
ENSG00000142166	IFNAR1
ENSG00000235602	POU5F1P3
ENSG00000167283	ATP5L
ENSG00000152147	GEMIN6
ENSG00000092841	MYL6
ENSG00000100292	HMOX1
ENSG00000140682	TGFB1I1
ENSG00000130052	STARD8
ENSG00000262655	SPON1
ENSG00000143195	ILDR2
ENSG00000141556	TBCD
ENSG00000072501	SMC1A
ENSG00000120162	MOB3B
ENSG00000203739	RP11-296O14.3
ENSG00000183155	RABIF
ENSG00000197020	ZNF100
ENSG00000136699	SMPD4
ENSG00000153896	ZNF599
ENSG00000105662	CRTC1
ENSG00000164916	FOXK1
ENSG00000243004	AC005062.2
ENSG00000197245	FAM110D
ENSG00000230069	LRRC37A15P
ENSG00000152240	HAUS1
ENSG00000100320	RBFOX2
ENSG00000092445	TYRO3
ENSG00000134595	SOX3
ENSG00000129657	SEC14L1
ENSG00000124831	LRRFIP1
ENSG00000175938	ORAI3
ENSG00000186162	CIDECP
ENSG00000091879	ANGPT2
ENSG00000171533	MAP6
ENSG00000116127	ALMS1
ENSG00000009844	VTA1
ENSG00000143297	FCRL5
ENSG00000234171	RNASEH1-AS1
ENSG00000183486	MX2
ENSG00000108819	PPP1R9B
ENSG00000256229	ZNF486
ENSG00000154813	DPH3
ENSG00000163932	PRKCD
ENSG00000004779	NDUFAB1
ENSG00000173947	PIFO
ENSG00000178607	ERN1
ENSG00000186716	BCR
ENSG00000134575	ACP2
ENSG00000164654	MIOS
ENSG00000092621	PHGDH
ENSG00000033011	ALG1
ENSG00000135052	GOLM1
ENSG00000173141	MRPL57
ENSG00000172139	SLC9C1
ENSG00000133226	SRRM1
ENSG00000177098	SCN4B
ENSG00000161013	MGAT4B
ENSG00000168477	TNXB
ENSG00000168546	GFRA2
ENSG00000174059	CD34
ENSG00000166897	ELFN2
ENSG00000171843	MLLT3
ENSG00000178974	FBXO34
ENSG00000166825	ANPEP
ENSG00000145626	UGT3A1
ENSG00000182154	MRPL41
ENSG00000141750	STAC2
ENSG00000042317	SPATA7
ENSG00000146733	PSPH
ENSG00000000460	C1orf112
ENSG00000137806	NDUFAF1
ENSG00000075218	GTSE1
ENSG00000152578	GRIA4
ENSG00000186260	MKL2
ENSG00000197170	PSMD12
ENSG00000171729	TMEM51
ENSG00000113658	SMAD5
ENSG00000077782	FGFR1
ENSG00000168283	BMI1
ENSG00000198513	ATL1
ENSG00000181744	C3orf58
ENSG00000105676	ARMC6
ENSG00000255794	RMST
ENSG00000123243	ITIH5
ENSG00000198730	CTR9
ENSG00000111540	RAB5B
ENSG00000090621	PABPC4
ENSG00000276293	PIP4K2B
ENSG00000103035	PSMD7
ENSG00000178996	SNX18
ENSG00000052749	RRP12
ENSG00000255240	RP11-142C4.6
ENSG00000014138	POLA2
ENSG00000134308	YWHAQ
ENSG00000122912	SLC25A16
ENSG00000270647	TAF15
ENSG00000178401	DNAJC22
ENSG00000133794	ARNTL
ENSG00000125875	TBC1D20
ENSG00000072832	CRMP1
ENSG00000151702	FLI1
ENSG00000237298	TTN-AS1
ENSG00000198521	ZNF43
ENSG00000081148	IMPG2
ENSG00000204590	GNL1
ENSG00000113068	PFDN1
ENSG00000207133	SNORD116-7
ENSG00000171517	LPAR3
ENSG00000130227	XPO7
ENSG00000059378	PARP12
ENSG00000112144	ICK
ENSG00000267882	RP4-569M23.5
ENSG00000241288	RP11-379B18.5
ENSG00000108828	VAT1
ENSG00000099960	SLC7A4
ENSG00000002549	LAP3
ENSG00000128228	SDF2L1
ENSG00000196724	ZNF418
ENSG00000237872	POU5F1P4
ENSG00000109323	MANBA
ENSG00000171953	ATPAF2
ENSG00000160972	PPP1R16A
ENSG00000212766	EWSAT1
ENSG00000139946	PELI2
ENSG00000170903	MSANTD4
ENSG00000135525	MAP7
ENSG00000124104	SNX21
ENSG00000168710	AHCYL1
ENSG00000189127	ANKRD34B
ENSG00000161638	ITGA5
ENSG00000273209	RP11-107N15.1
ENSG00000188488	SERPINA5
ENSG00000074527	NTN4
ENSG00000148357	HMCN2
ENSG00000131473	ACLY
ENSG00000116014	KISS1R
ENSG00000058804	NDC1
ENSG00000083454	P2RX5
ENSG00000039650	PNKP
ENSG00000110344	UBE4A
ENSG00000111696	NT5DC3
ENSG00000106804	C5
ENSG00000103642	LACTB
ENSG00000165195	PIGA
ENSG00000174842	GLMN
ENSG00000213760	ATP6V1G2
ENSG00000254946	RP11-531H8.1
ENSG00000137100	DCTN3
ENSG00000076662	ICAM3
ENSG00000188801	ZNF322P1
ENSG00000173915	USMG5
ENSG00000118473	SGIP1
ENSG00000167671	UBXN6
ENSG00000117280	RAB29
ENSG00000126010	GRPR
ENSG00000114841	DNAH1
ENSG00000215417	MIR17HG
ENSG00000179627	ZBTB42
ENSG00000197798	FAM118B
ENSG00000146592	CREB5
ENSG00000164220	F2RL2
ENSG00000143878	RHOB
ENSG00000146410	MTFR2
ENSG00000107937	GTPBP4
ENSG00000139865	TTC6
ENSG00000259065	RP5-1021I20.1
ENSG00000158828	PINK1
ENSG00000168487	BMP1
ENSG00000171004	HS6ST2
ENSG00000084207	GSTP1
ENSG00000229191	RP11-168O16.1
ENSG00000137936	BCAR3
ENSG00000109079	TNFAIP1
ENSG00000156689	GLYATL2
ENSG00000099783	HNRNPM
ENSG00000172461	FUT9
ENSG00000175756	AURKAIP1
ENSG00000165379	LRFN5
ENSG00000254986	DPP3
ENSG00000100299	ARSA
ENSG00000254093	PINX1
ENSG00000011304	PTBP1
ENSG00000153201	RANBP2
ENSG00000178074	C2orf69
ENSG00000234405	LL0XNC01-250H12.3
ENSG00000182512	GLRX5
ENSG00000176101	SSNA1
ENSG00000041880	PARP3
ENSG00000186638	KIF24
ENSG00000251359	WWC2-AS2
ENSG00000152804	HHEX
ENSG00000130958	SLC35D2
ENSG00000168653	NDUFS5
ENSG00000129197	RPAIN
ENSG00000183856	IQGAP3
ENSG00000183569	SERHL2
ENSG00000092140	G2E3
ENSG00000046889	PREX2
ENSG00000133816	MICAL2
ENSG00000186354	C9orf47
ENSG00000278630	RP11-78L16.1
ENSG00000106780	MEGF9
ENSG00000105223	PLD3
ENSG00000138161	CUZD1
ENSG00000088280	ASAP3
ENSG00000119862	LGALSL
ENSG00000148835	TAF5
ENSG00000177340	FLJ13224
ENSG00000256546	AC156455.1
ENSG00000274995	RP11-321F6.2
ENSG00000204264	PSMB8
ENSG00000174405	LIG4
ENSG00000135317	SNX14
ENSG00000068796	KIF2A
ENSG00000207001	SNORD116-2
ENSG00000136110	LECT1
ENSG00000172575	RASGRP1
ENSG00000203879	GDI1
ENSG00000198298	ZNF485
ENSG00000134108	ARL8B
ENSG00000260802	LINC00890
ENSG00000119632	IFI27L2
ENSG00000185306	C12orf56
ENSG00000100207	TCF20
ENSG00000264164	RP11-640N20.6
ENSG00000140395	WDR61
ENSG00000165724	ZMYND19
ENSG00000172081	MOB3A
ENSG00000172301	COPRS
ENSG00000202354	RNY3
ENSG00000173559	NABP1
ENSG00000143847	PPFIA4
ENSG00000155366	RHOC
ENSG00000182117	NOP10
ENSG00000181061	HIGD1A
ENSG00000186063	AIDA
ENSG00000112715	VEGFA
ENSG00000095637	SORBS1
ENSG00000184489	PTP4A3
ENSG00000087299	L2HGDH
ENSG00000214548	MEG3
ENSG00000234232	RP11-353N4.5
ENSG00000254221	PCDHGB1
ENSG00000235194	PPP1R3E
ENSG00000165661	QSOX2
ENSG00000142347	MYO1F
ENSG00000148175	STOM
ENSG00000171206	TRIM8
ENSG00000128245	YWHAH
ENSG00000257474	RP11-359M6.1
ENSG00000050438	SLC4A8
ENSG00000018280	SLC11A1
ENSG00000152102	FAM168B
ENSG00000134333	LDHA
ENSG00000116717	GADD45A
ENSG00000063241	ISOC2
ENSG00000283175	RP11-208N14.5
ENSG00000101391	CDK5RAP1
ENSG00000113845	TIMMDC1
ENSG00000137070	IL11RA
ENSG00000060138	YBX3
ENSG00000120158	RCL1
ENSG00000228208	C1orf143
ENSG00000138750	NUP54
ENSG00000133466	C1QTNF6
ENSG00000086200	IPO11
ENSG00000088247	KHSRP
ENSG00000010282	HHATL
ENSG00000100151	PICK1
ENSG00000115758	ODC1
ENSG00000126803	HSPA2
ENSG00000197308	GATA3-AS1
ENSG00000141582	CBX4
ENSG00000127184	COX7C
ENSG00000198431	TXNRD1
ENSG00000138182	KIF20B
ENSG00000139687	RB1
ENSG00000164690	SHH
ENSG00000168394	TAP1
ENSG00000211456	SACM1L
ENSG00000178057	NDUFAF3
ENSG00000144834	TAGLN3
ENSG00000122705	CLTA
ENSG00000171320	ESCO2
ENSG00000196712	NF1
ENSG00000149256	TENM4
ENSG00000167900	TK1
ENSG00000126953	TIMM8A
ENSG00000127528	KLF2
ENSG00000018236	CNTN1
ENSG00000112782	CLIC5
ENSG00000251628	RP11-371M22.1
ENSG00000159753	CARMIL2
ENSG00000196968	FUT11
ENSG00000083720	OXCT1
ENSG00000066923	STAG3
ENSG00000111490	TBC1D30
ENSG00000184702	Sep-05
ENSG00000183111	ARHGEF37
ENSG00000089063	TMEM230
ENSG00000149926	FAM57B
ENSG00000034677	RNF19A
ENSG00000198768	APCDD1L
ENSG00000173960	UBXN2A
ENSG00000155269	GPR78
ENSG00000124198	ARFGEF2
ENSG00000189190	ZNF600
ENSG00000108684	ASIC2
ENSG00000197982	C1orf122
ENSG00000107819	SFXN3
ENSG00000183255	PTTG1IP
ENSG00000239282	GATSL3
ENSG00000105483	CARD8
ENSG00000126756	UXT
ENSG00000162702	ZNF281
ENSG00000108883	EFTUD2
ENSG00000204392	LSM2
ENSG00000171503	ETFDH
ENSG00000180747	SMG1P3
ENSG00000163624	CDS1
ENSG00000198833	UBE2J1
ENSG00000131943	C19orf12
ENSG00000113810	SMC4
ENSG00000135829	DHX9
ENSG00000147065	MSN
ENSG00000248932	RP11-319G6.1
ENSG00000247626	MARS2
ENSG00000110958	PTGES3
ENSG00000220563	PKMP3
ENSG00000115361	ACADL
ENSG00000112320	SOBP
ENSG00000136169	SETDB2
ENSG00000149548	CCDC15
ENSG00000197858	GPAA1
ENSG00000115966	ATF2
ENSG00000108852	MPP2
ENSG00000100341	PNPLA5
ENSG00000227544	AC018647.3
ENSG00000163879	DNALI1
ENSG00000259528	RP11-272D12.2
ENSG00000136167	LCP1
ENSG00000085491	SLC25A24
ENSG00000157470	FAM81A
ENSG00000115085	ZAP70
ENSG00000136542	GALNT5
ENSG00000206159	GYG2P1
ENSG00000168004	HRASLS5
ENSG00000163071	SPATA18
ENSG00000071909	MYO3B
ENSG00000103316	CRYM
ENSG00000170921	TANC2
ENSG00000171310	CHST11
ENSG00000147650	LRP12
ENSG00000276410	HIST1H2BB
ENSG00000063046	EIF4B
ENSG00000080298	RFX3
ENSG00000162073	PAQR4
